clip,seizure,early
Patient_1_test_segment_1475.mat,0.03725,0.028
Patient_1_test_segment_1476.mat,0.0305,0.02175
Patient_1_test_segment_1477.mat,0.05625,0.0395
Patient_1_test_segment_1478.mat,0.0935,0.07175
Patient_1_test_segment_1479.mat,0.02575,0.022
Patient_1_test_segment_148.mat,0.1035,0.07275
Patient_1_test_segment_1480.mat,0.0315,0.023
Patient_1_test_segment_1481.mat,0.03925,0.0255
Patient_1_test_segment_1482.mat,0.7765,0.191
Patient_1_test_segment_1483.mat,0.04775,0.025
Patient_1_test_segment_1484.mat,0.03625,0.02875
Patient_1_test_segment_1485.mat,0.04275,0.03375
Patient_1_test_segment_1486.mat,0.0835,0.068
Patient_1_test_segment_1487.mat,0.0435,0.034
Patient_1_test_segment_1488.mat,0.029,0.021
Patient_1_test_segment_1489.mat,0.0405,0.031
Patient_1_test_segment_149.mat,0.02625,0.0225
Patient_1_test_segment_1490.mat,0.02875,0.024
Patient_1_test_segment_1491.mat,0.023,0.01875
Patient_1_test_segment_1492.mat,0.04625,0.0315
Patient_1_test_segment_1493.mat,0.5525,0.44475
Patient_1_test_segment_1494.mat,0.0315,0.0185
Patient_1_test_segment_1495.mat,0.02325,0.0165
Patient_1_test_segment_1496.mat,0.72125,0.2765
Patient_1_test_segment_1497.mat,0.159,0.12925
Patient_1_test_segment_1498.mat,0.03475,0.0255
Patient_1_test_segment_1499.mat,0.19125,0.1315
Patient_1_test_segment_15.mat,0.03275,0.0255
Patient_1_test_segment_150.mat,0.079,0.062
Patient_1_test_segment_1500.mat,0.03075,0.02275
Patient_1_test_segment_1501.mat,0.0435,0.0335
Patient_1_test_segment_1502.mat,0.02625,0.01975
Patient_1_test_segment_1503.mat,0.06575,0.04325
Patient_1_test_segment_1504.mat,0.0365,0.02375
Patient_1_test_segment_1505.mat,0.09475,0.08
Patient_1_test_segment_1506.mat,0.73125,0.1345
Patient_1_test_segment_1507.mat,0.032,0.02525
Patient_1_test_segment_1508.mat,0.533,0.148
Patient_1_test_segment_1509.mat,0.0395,0.03025
Patient_1_test_segment_151.mat,0.03425,0.021
Patient_1_test_segment_1510.mat,0.33575,0.2635
Patient_1_test_segment_1511.mat,0.029,0.01875
Patient_1_test_segment_1512.mat,0.0915,0.075
Patient_1_test_segment_1513.mat,0.028,0.02225
Patient_1_test_segment_1514.mat,0.247,0.114
Patient_1_test_segment_1515.mat,0.11525,0.096
Patient_1_test_segment_1516.mat,0.02875,0.0185
Patient_1_test_segment_1517.mat,0.03075,0.02375
Patient_1_test_segment_1518.mat,0.05675,0.04175
Patient_1_test_segment_1519.mat,0.04325,0.03525
Patient_1_test_segment_152.mat,0.79275,0.1995
Patient_1_test_segment_1520.mat,0.03475,0.0235
Patient_1_test_segment_1521.mat,0.1115,0.07025
Patient_1_test_segment_1522.mat,0.05825,0.047
Patient_1_test_segment_1523.mat,0.02275,0.01775
Patient_1_test_segment_1524.mat,0.061,0.04925
Patient_1_test_segment_1525.mat,0.04925,0.038
Patient_1_test_segment_1526.mat,0.44275,0.3105
Patient_1_test_segment_1527.mat,0.049,0.03575
Patient_1_test_segment_1528.mat,0.023,0.0175
Patient_1_test_segment_1529.mat,0.05775,0.048
Patient_1_test_segment_153.mat,0.0395,0.03175
Patient_1_test_segment_1530.mat,0.029,0.02325
Patient_1_test_segment_1531.mat,0.0355,0.02475
Patient_1_test_segment_1532.mat,0.03475,0.02575
Patient_1_test_segment_1533.mat,0.78125,0.20275
Patient_1_test_segment_1534.mat,0.05575,0.04275
Patient_1_test_segment_1535.mat,0.02925,0.022
Patient_1_test_segment_1536.mat,0.03225,0.02075
Patient_1_test_segment_1537.mat,0.03625,0.026
Patient_1_test_segment_1538.mat,0.03375,0.0245
Patient_1_test_segment_1539.mat,0.0335,0.02725
Patient_1_test_segment_154.mat,0.77025,0.17125
Patient_1_test_segment_1540.mat,0.038,0.0265
Patient_1_test_segment_1541.mat,0.05525,0.02375
Patient_1_test_segment_1542.mat,0.19525,0.0715
Patient_1_test_segment_1543.mat,0.19475,0.07625
Patient_1_test_segment_1544.mat,0.0265,0.019
Patient_1_test_segment_1545.mat,0.0375,0.023
Patient_1_test_segment_1546.mat,0.0415,0.02925
Patient_1_test_segment_1547.mat,0.07275,0.0615
Patient_1_test_segment_1548.mat,0.0415,0.03425
Patient_1_test_segment_1549.mat,0.05625,0.04325
Patient_1_test_segment_155.mat,0.2035,0.16875
Patient_1_test_segment_1550.mat,0.722,0.1675
Patient_1_test_segment_1551.mat,0.713,0.16325
Patient_1_test_segment_1552.mat,0.025,0.02275
Patient_1_test_segment_1553.mat,0.03,0.02125
Patient_1_test_segment_1554.mat,0.68,0.142
Patient_1_test_segment_1555.mat,0.0755,0.06475
Patient_1_test_segment_1556.mat,0.2075,0.10875
Patient_1_test_segment_1557.mat,0.04025,0.02875
Patient_1_test_segment_1558.mat,0.04375,0.03425
Patient_1_test_segment_1559.mat,0.02425,0.02125
Patient_1_test_segment_156.mat,0.2165,0.134
Patient_1_test_segment_1560.mat,0.044,0.0325
Patient_1_test_segment_1561.mat,0.02325,0.01925
Patient_1_test_segment_1562.mat,0.06375,0.0335
Patient_1_test_segment_1563.mat,0.0355,0.0275
Patient_1_test_segment_1564.mat,0.06875,0.0575
Patient_1_test_segment_1565.mat,0.042,0.026
Patient_1_test_segment_1566.mat,0.04875,0.03975
Patient_1_test_segment_1567.mat,0.046,0.03725
Patient_1_test_segment_1568.mat,0.04025,0.02875
Patient_1_test_segment_1569.mat,0.775,0.204
Patient_1_test_segment_157.mat,0.05875,0.04825
Patient_1_test_segment_1570.mat,0.093,0.06475
Patient_1_test_segment_1571.mat,0.66825,0.23325
Patient_1_test_segment_1572.mat,0.28625,0.1785
Patient_1_test_segment_1573.mat,0.029,0.022
Patient_1_test_segment_1574.mat,0.04225,0.02725
Patient_1_test_segment_1575.mat,0.0705,0.05425
Patient_1_test_segment_1576.mat,0.06725,0.0375
Patient_1_test_segment_1577.mat,0.32025,0.1245
Patient_1_test_segment_1578.mat,0.18575,0.15075
Patient_1_test_segment_1579.mat,0.02625,0.018
Patient_1_test_segment_158.mat,0.14775,0.1155
Patient_1_test_segment_1580.mat,0.06775,0.03625
Patient_1_test_segment_1581.mat,0.03825,0.0275
Patient_1_test_segment_1582.mat,0.02475,0.01975
Patient_1_test_segment_1583.mat,0.02775,0.02425
Patient_1_test_segment_1584.mat,0.08775,0.07
Patient_1_test_segment_1585.mat,0.03725,0.03125
Patient_1_test_segment_1586.mat,0.036,0.0255
Patient_1_test_segment_1587.mat,0.05475,0.0395
Patient_1_test_segment_1588.mat,0.13525,0.07025
Patient_1_test_segment_1589.mat,0.04475,0.03475
Patient_1_test_segment_159.mat,0.1775,0.14875
Patient_1_test_segment_1590.mat,0.0275,0.02275
Patient_1_test_segment_1591.mat,0.04025,0.02175
Patient_1_test_segment_1592.mat,0.20925,0.13775
Patient_1_test_segment_1593.mat,0.05475,0.043
Patient_1_test_segment_1594.mat,0.05925,0.0425
Patient_1_test_segment_1595.mat,0.043,0.03225
Patient_1_test_segment_1596.mat,0.11425,0.09425
Patient_1_test_segment_1597.mat,0.34075,0.20025
Patient_1_test_segment_1598.mat,0.04375,0.03325
Patient_1_test_segment_1599.mat,0.03925,0.025
Patient_1_test_segment_16.mat,0.03225,0.02325
Patient_1_test_segment_160.mat,0.12875,0.0515
Patient_1_test_segment_1600.mat,0.1445,0.07425
Patient_1_test_segment_1601.mat,0.038,0.02425
Patient_1_test_segment_1602.mat,0.3685,0.291
Patient_1_test_segment_1603.mat,0.045,0.03525
Patient_1_test_segment_1604.mat,0.79775,0.3735
Patient_1_test_segment_1605.mat,0.03925,0.034
Patient_1_test_segment_1606.mat,0.17975,0.11
Patient_1_test_segment_1607.mat,0.02675,0.023
Patient_1_test_segment_1608.mat,0.08825,0.065
Patient_1_test_segment_1609.mat,0.3275,0.19275
Patient_1_test_segment_161.mat,0.032,0.02225
Patient_1_test_segment_1610.mat,0.0325,0.02625
Patient_1_test_segment_1611.mat,0.03175,0.023
Patient_1_test_segment_1612.mat,0.02925,0.02225
Patient_1_test_segment_1613.mat,0.0425,0.0285
Patient_1_test_segment_1614.mat,0.04475,0.03325
Patient_1_test_segment_1615.mat,0.04125,0.03325
Patient_1_test_segment_1616.mat,0.04325,0.037
Patient_1_test_segment_1617.mat,0.7415,0.36
Patient_1_test_segment_1618.mat,0.075,0.06
Patient_1_test_segment_1619.mat,0.0265,0.0185
Patient_1_test_segment_162.mat,0.06575,0.04875
Patient_1_test_segment_1620.mat,0.075,0.02925
Patient_1_test_segment_1621.mat,0.796,0.32375
Patient_1_test_segment_1622.mat,0.0295,0.02175
Patient_1_test_segment_1623.mat,0.45075,0.337
Patient_1_test_segment_1624.mat,0.035,0.0275
Patient_1_test_segment_1625.mat,0.021,0.01725
Patient_1_test_segment_1626.mat,0.027,0.0185
Patient_1_test_segment_1627.mat,0.04025,0.02925
Patient_1_test_segment_1628.mat,0.10175,0.066
Patient_1_test_segment_1629.mat,0.03525,0.02625
Patient_1_test_segment_163.mat,0.03875,0.03125
Patient_1_test_segment_1630.mat,0.0325,0.027
Patient_1_test_segment_1631.mat,0.028,0.02225
Patient_1_test_segment_1632.mat,0.803,0.33725
Patient_1_test_segment_1633.mat,0.04,0.031
Patient_1_test_segment_1634.mat,0.2085,0.0995
Patient_1_test_segment_1635.mat,0.0285,0.02425
Patient_1_test_segment_1636.mat,0.02275,0.01925
Patient_1_test_segment_1637.mat,0.10775,0.07075
Patient_1_test_segment_1638.mat,0.07975,0.052
Patient_1_test_segment_1639.mat,0.05,0.0395
Patient_1_test_segment_164.mat,0.72375,0.6005
Patient_1_test_segment_1640.mat,0.058,0.036
Patient_1_test_segment_1641.mat,0.04625,0.03575
Patient_1_test_segment_1642.mat,0.04925,0.0355
Patient_1_test_segment_1643.mat,0.02425,0.022
Patient_1_test_segment_1644.mat,0.02025,0.0165
Patient_1_test_segment_1645.mat,0.0315,0.02225
Patient_1_test_segment_1646.mat,0.04125,0.031
Patient_1_test_segment_1647.mat,0.02325,0.01925
Patient_1_test_segment_1648.mat,0.21075,0.111
Patient_1_test_segment_1649.mat,0.03625,0.02875
Patient_1_test_segment_165.mat,0.5175,0.1445
Patient_1_test_segment_1650.mat,0.0365,0.02725
Patient_1_test_segment_1651.mat,0.242,0.14525
Patient_1_test_segment_1652.mat,0.02725,0.0185
Patient_1_test_segment_1653.mat,0.637,0.52525
Patient_1_test_segment_1654.mat,0.13775,0.0825
Patient_1_test_segment_1655.mat,0.103,0.08475
Patient_1_test_segment_1656.mat,0.052,0.03725
Patient_1_test_segment_1657.mat,0.02925,0.0245
Patient_1_test_segment_1658.mat,0.02125,0.019
Patient_1_test_segment_1659.mat,0.20775,0.15
Patient_1_test_segment_166.mat,0.034,0.02625
Patient_1_test_segment_1660.mat,0.0795,0.06575
Patient_1_test_segment_1661.mat,0.023,0.01675
Patient_1_test_segment_1662.mat,0.05525,0.03825
Patient_1_test_segment_1663.mat,0.04275,0.032
Patient_1_test_segment_1664.mat,0.0565,0.04625
Patient_1_test_segment_1665.mat,0.03025,0.01975
Patient_1_test_segment_1666.mat,0.04225,0.0355
Patient_1_test_segment_1667.mat,0.0265,0.02125
Patient_1_test_segment_1668.mat,0.09075,0.0465
Patient_1_test_segment_1669.mat,0.12675,0.105
Patient_1_test_segment_167.mat,0.04325,0.02975
Patient_1_test_segment_1670.mat,0.039,0.029
Patient_1_test_segment_1671.mat,0.03025,0.01775
Patient_1_test_segment_1672.mat,0.078,0.05025
Patient_1_test_segment_1673.mat,0.15225,0.08725
Patient_1_test_segment_1674.mat,0.12,0.09725
Patient_1_test_segment_1675.mat,0.02325,0.017
Patient_1_test_segment_1676.mat,0.06,0.04875
Patient_1_test_segment_1677.mat,0.03575,0.0245
Patient_1_test_segment_1678.mat,0.0475,0.03325
Patient_1_test_segment_1679.mat,0.02175,0.01825
Patient_1_test_segment_168.mat,0.10225,0.05575
Patient_1_test_segment_1680.mat,0.04025,0.03
Patient_1_test_segment_1681.mat,0.05825,0.049
Patient_1_test_segment_1682.mat,0.07925,0.06575
Patient_1_test_segment_1683.mat,0.07175,0.03325
Patient_1_test_segment_1684.mat,0.13175,0.0685
Patient_1_test_segment_1685.mat,0.02425,0.02125
Patient_1_test_segment_1686.mat,0.04825,0.03325
Patient_1_test_segment_1687.mat,0.045,0.03575
Patient_1_test_segment_1688.mat,0.023,0.017
Patient_1_test_segment_1689.mat,0.028,0.01925
Patient_1_test_segment_169.mat,0.029,0.02075
Patient_1_test_segment_1690.mat,0.159,0.13225
Patient_1_test_segment_1691.mat,0.038,0.02875
Patient_1_test_segment_1692.mat,0.05125,0.0435
Patient_1_test_segment_1693.mat,0.035,0.023
Patient_1_test_segment_1694.mat,0.032,0.0265
Patient_1_test_segment_1695.mat,0.0375,0.0285
Patient_1_test_segment_1696.mat,0.0315,0.023
Patient_1_test_segment_1697.mat,0.02925,0.02075
Patient_1_test_segment_1698.mat,0.02925,0.02275
Patient_1_test_segment_1699.mat,0.04575,0.038
Patient_1_test_segment_17.mat,0.13175,0.07925
Patient_1_test_segment_170.mat,0.66875,0.22025
Patient_1_test_segment_1700.mat,0.0615,0.035
Patient_1_test_segment_1701.mat,0.27925,0.17475
Patient_1_test_segment_1702.mat,0.044,0.0335
Patient_1_test_segment_1703.mat,0.778,0.2805
Patient_1_test_segment_1704.mat,0.0465,0.0325
Patient_1_test_segment_1705.mat,0.0815,0.06125
Patient_1_test_segment_1706.mat,0.74925,0.1715
Patient_1_test_segment_1707.mat,0.0915,0.05575
Patient_1_test_segment_1708.mat,0.163,0.06725
Patient_1_test_segment_1709.mat,0.098,0.05525
Patient_1_test_segment_171.mat,0.09325,0.06075
Patient_1_test_segment_1710.mat,0.0975,0.05575
Patient_1_test_segment_1711.mat,0.032,0.02325
Patient_1_test_segment_1712.mat,0.259,0.123
Patient_1_test_segment_1713.mat,0.05125,0.03125
Patient_1_test_segment_1714.mat,0.0415,0.033
Patient_1_test_segment_1715.mat,0.03,0.0255
Patient_1_test_segment_1716.mat,0.025,0.02025
Patient_1_test_segment_1717.mat,0.04425,0.0335
Patient_1_test_segment_1718.mat,0.02075,0.0175
Patient_1_test_segment_1719.mat,0.0225,0.0185
Patient_1_test_segment_172.mat,0.05275,0.0395
Patient_1_test_segment_1720.mat,0.04275,0.0285
Patient_1_test_segment_1721.mat,0.02975,0.0215
Patient_1_test_segment_1722.mat,0.03825,0.03175
Patient_1_test_segment_1723.mat,0.02975,0.02275
Patient_1_test_segment_1724.mat,0.02275,0.0165
Patient_1_test_segment_1725.mat,0.0365,0.029
Patient_1_test_segment_1726.mat,0.10375,0.073
Patient_1_test_segment_1727.mat,0.024,0.01925
Patient_1_test_segment_1728.mat,0.1305,0.07
Patient_1_test_segment_1729.mat,0.0365,0.02775
Patient_1_test_segment_173.mat,0.034,0.025
Patient_1_test_segment_1730.mat,0.02375,0.02025
Patient_1_test_segment_1731.mat,0.769,0.5675
Patient_1_test_segment_1732.mat,0.042,0.03025
Patient_1_test_segment_1733.mat,0.04275,0.03025
Patient_1_test_segment_1734.mat,0.03725,0.0295
Patient_1_test_segment_1735.mat,0.0395,0.02925
Patient_1_test_segment_1736.mat,0.23775,0.124
Patient_1_test_segment_1737.mat,0.0735,0.04875
Patient_1_test_segment_1738.mat,0.02775,0.0235
Patient_1_test_segment_1739.mat,0.04425,0.03
Patient_1_test_segment_174.mat,0.035,0.024
Patient_1_test_segment_1740.mat,0.04925,0.03975
Patient_1_test_segment_1741.mat,0.02775,0.02025
Patient_1_test_segment_1742.mat,0.25125,0.0885
Patient_1_test_segment_1743.mat,0.05375,0.03825
Patient_1_test_segment_1744.mat,0.05175,0.03925
Patient_1_test_segment_1745.mat,0.02675,0.02025
Patient_1_test_segment_1746.mat,0.795,0.68825
Patient_1_test_segment_1747.mat,0.03025,0.0215
Patient_1_test_segment_1748.mat,0.039,0.02825
Patient_1_test_segment_1749.mat,0.035,0.0265
Patient_1_test_segment_175.mat,0.029,0.022
Patient_1_test_segment_1750.mat,0.0425,0.03325
Patient_1_test_segment_1751.mat,0.126,0.05425
Patient_1_test_segment_1752.mat,0.73425,0.21925
Patient_1_test_segment_1753.mat,0.769,0.14325
Patient_1_test_segment_1754.mat,0.03275,0.02375
Patient_1_test_segment_1755.mat,0.0375,0.02675
Patient_1_test_segment_1756.mat,0.1085,0.07325
Patient_1_test_segment_1757.mat,0.088,0.072
Patient_1_test_segment_1758.mat,0.037,0.03
Patient_1_test_segment_1759.mat,0.033,0.02475
Patient_1_test_segment_176.mat,0.024,0.0205
Patient_1_test_segment_1760.mat,0.70475,0.5925
Patient_1_test_segment_1761.mat,0.046,0.035
Patient_1_test_segment_1762.mat,0.041,0.02925
Patient_1_test_segment_1763.mat,0.1495,0.0905
Patient_1_test_segment_1764.mat,0.04575,0.032
Patient_1_test_segment_1765.mat,0.033,0.0245
Patient_1_test_segment_1766.mat,0.7605,0.1855
Patient_1_test_segment_1767.mat,0.03725,0.02975
Patient_1_test_segment_1768.mat,0.62775,0.46525
Patient_1_test_segment_1769.mat,0.0455,0.03725
Patient_1_test_segment_177.mat,0.712,0.167
Patient_1_test_segment_1770.mat,0.70475,0.2725
Patient_1_test_segment_1771.mat,0.02775,0.02175
Patient_1_test_segment_1772.mat,0.026,0.017
Patient_1_test_segment_1773.mat,0.2355,0.1515
Patient_1_test_segment_1774.mat,0.159,0.1045
Patient_1_test_segment_1775.mat,0.0215,0.01825
Patient_1_test_segment_1776.mat,0.1405,0.09575
Patient_1_test_segment_1777.mat,0.25425,0.15875
Patient_1_test_segment_1778.mat,0.09625,0.081
Patient_1_test_segment_1779.mat,0.02425,0.02025
Patient_1_test_segment_178.mat,0.0345,0.024
Patient_1_test_segment_1780.mat,0.029,0.0215
Patient_1_test_segment_1781.mat,0.177,0.0735
Patient_1_test_segment_1782.mat,0.048,0.03625
Patient_1_test_segment_1783.mat,0.031,0.02425
Patient_1_test_segment_1784.mat,0.049,0.024
Patient_1_test_segment_1785.mat,0.021,0.01725
Patient_1_test_segment_1786.mat,0.029,0.02125
Patient_1_test_segment_1787.mat,0.039,0.03025
Patient_1_test_segment_1788.mat,0.073,0.05875
Patient_1_test_segment_1789.mat,0.123,0.0725
Patient_1_test_segment_179.mat,0.08375,0.05325
Patient_1_test_segment_1790.mat,0.19025,0.084
Patient_1_test_segment_1791.mat,0.06425,0.03725
Patient_1_test_segment_1792.mat,0.70825,0.21275
Patient_1_test_segment_1793.mat,0.53125,0.16025
Patient_1_test_segment_1794.mat,0.06,0.02975
Patient_1_test_segment_1795.mat,0.80825,0.3505
Patient_1_test_segment_1796.mat,0.02475,0.01975
Patient_1_test_segment_1797.mat,0.469,0.3765
Patient_1_test_segment_1798.mat,0.103,0.0875
Patient_1_test_segment_1799.mat,0.031,0.0225
Patient_1_test_segment_18.mat,0.06625,0.0455
Patient_1_test_segment_180.mat,0.04025,0.031
Patient_1_test_segment_1800.mat,0.04825,0.039
Patient_1_test_segment_1801.mat,0.21675,0.13975
Patient_1_test_segment_1802.mat,0.19025,0.09375
Patient_1_test_segment_1803.mat,0.025,0.01725
Patient_1_test_segment_1804.mat,0.08125,0.06875
Patient_1_test_segment_1805.mat,0.075,0.0635
Patient_1_test_segment_1806.mat,0.5395,0.1485
Patient_1_test_segment_1807.mat,0.0405,0.03125
Patient_1_test_segment_1808.mat,0.03675,0.027
Patient_1_test_segment_1809.mat,0.02925,0.02025
Patient_1_test_segment_181.mat,0.029,0.0225
Patient_1_test_segment_1810.mat,0.079,0.0495
Patient_1_test_segment_1811.mat,0.026,0.0215
Patient_1_test_segment_1812.mat,0.041,0.02825
Patient_1_test_segment_1813.mat,0.023,0.01975
Patient_1_test_segment_1814.mat,0.20425,0.15875
Patient_1_test_segment_1815.mat,0.0285,0.0185
Patient_1_test_segment_1816.mat,0.7,0.2495
Patient_1_test_segment_1817.mat,0.22,0.122
Patient_1_test_segment_1818.mat,0.02875,0.02325
Patient_1_test_segment_1819.mat,0.47175,0.16575
Patient_1_test_segment_182.mat,0.0345,0.0295
Patient_1_test_segment_1820.mat,0.29625,0.25475
Patient_1_test_segment_1821.mat,0.749,0.171
Patient_1_test_segment_1822.mat,0.04775,0.035
Patient_1_test_segment_1823.mat,0.03625,0.02575
Patient_1_test_segment_1824.mat,0.03075,0.02225
Patient_1_test_segment_1825.mat,0.06375,0.05075
Patient_1_test_segment_1826.mat,0.0415,0.02725
Patient_1_test_segment_1827.mat,0.03925,0.02825
Patient_1_test_segment_1828.mat,0.05975,0.043
Patient_1_test_segment_1829.mat,0.064,0.052
Patient_1_test_segment_183.mat,0.044,0.03275
Patient_1_test_segment_1830.mat,0.06225,0.04975
Patient_1_test_segment_1831.mat,0.0835,0.0705
Patient_1_test_segment_1832.mat,0.02775,0.02075
Patient_1_test_segment_1833.mat,0.02925,0.0165
Patient_1_test_segment_1834.mat,0.0285,0.0245
Patient_1_test_segment_1835.mat,0.03775,0.02325
Patient_1_test_segment_1836.mat,0.042,0.0295
Patient_1_test_segment_1837.mat,0.345,0.1755
Patient_1_test_segment_1838.mat,0.03375,0.02325
Patient_1_test_segment_1839.mat,0.0285,0.0215
Patient_1_test_segment_184.mat,0.035,0.028
Patient_1_test_segment_1840.mat,0.05075,0.03975
Patient_1_test_segment_1841.mat,0.287,0.19175
Patient_1_test_segment_1842.mat,0.25775,0.1205
Patient_1_test_segment_1843.mat,0.02275,0.01825
Patient_1_test_segment_1844.mat,0.07125,0.059
Patient_1_test_segment_1845.mat,0.061,0.05
Patient_1_test_segment_1846.mat,0.03875,0.0295
Patient_1_test_segment_1847.mat,0.0485,0.0395
Patient_1_test_segment_1848.mat,0.67875,0.443
Patient_1_test_segment_1849.mat,0.08225,0.05
Patient_1_test_segment_185.mat,0.02925,0.0215
Patient_1_test_segment_1850.mat,0.29325,0.24325
Patient_1_test_segment_1851.mat,0.03975,0.028
Patient_1_test_segment_1852.mat,0.03775,0.02825
Patient_1_test_segment_1853.mat,0.689,0.2165
Patient_1_test_segment_1854.mat,0.03175,0.025
Patient_1_test_segment_1855.mat,0.0615,0.049
Patient_1_test_segment_1856.mat,0.024,0.01925
Patient_1_test_segment_1857.mat,0.15675,0.087
Patient_1_test_segment_1858.mat,0.04525,0.0295
Patient_1_test_segment_1859.mat,0.0715,0.06075
Patient_1_test_segment_186.mat,0.257,0.15025
Patient_1_test_segment_1860.mat,0.039,0.0295
Patient_1_test_segment_1861.mat,0.803,0.39675
Patient_1_test_segment_1862.mat,0.71125,0.33675
Patient_1_test_segment_1863.mat,0.0345,0.0255
Patient_1_test_segment_1864.mat,0.03025,0.02175
Patient_1_test_segment_1865.mat,0.023,0.0175
Patient_1_test_segment_1866.mat,0.0475,0.03225
Patient_1_test_segment_1867.mat,0.06075,0.04825
Patient_1_test_segment_1868.mat,0.174,0.1
Patient_1_test_segment_1869.mat,0.6475,0.53025
Patient_1_test_segment_187.mat,0.03175,0.02325
Patient_1_test_segment_1870.mat,0.035,0.025
Patient_1_test_segment_1871.mat,0.034,0.0225
Patient_1_test_segment_1872.mat,0.054,0.04275
